"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"MS","Wayne",80,8948,10.2,2.1,20298,495.4,394.12750024633,1.25695365,48.5686274509804
"MS","Webster",38,4200,11.7,3.2,9788,627.6,388.230486309767,1.61656547368421,53.6410256410256
"MS","Wilkinson",NA,4010,14.8,3.7,8792,514.6,NA,NA,34.7702702702703
"MS","Winston",41,8034,11.1,1.8,18165,482.3,225.708780622075,2.13682426829268,43.4504504504505
"MS","Yalobusha",26,5305,13.1,2.5,12392,549.8,209.812782440284,2.62043138461538,41.969465648855
"MS","Yazoo",25,11846,13.2,1.8,28248,362.3,88.5018408382894,4.09370016,27.4469696969697
"MT","Beaverhead",18,3362,9,1.8,9404,283.7,191.40791152701,1.48217488888889,31.5222222222222
"MT","Big Horn",49,4788,37.9,3.1,13338,324.5,367.371420002999,0.883302244897959,8.56200527704486
"MT","Blaine",6,3374,17.9,2.6,6807,369,88.1445570736007,4.186305,20.6145251396648
"MT","Broadwater",25,2231,6.5,2.2,6085,283.2,410.846343467543,0.6893088,43.5692307692308
"MT","Carbon",10,4142,7.5,1.5,10714,239.9,93.3358222885944,2.5702886,31.9866666666667
"MT","Carter",25,438,17.9,7.1,1238,310.2,2019.38610662359,0.15361104,17.3296089385475
"MT","Cascade",549,30673,8.8,0.9,81643,291.2,672.439768259373,0.433049938069217,33.0909090909091
"MT","Chouteau",50,2333,15,2,5745,334.6,870.322019147084,0.3844554,22.3066666666667
"MT","Custer",25,4152,6.6,1.3,11586,300.5,215.777662696358,1.3926372,45.530303030303
"MT","Daniels",25,619,6.5,3.7,1747,325.5,1431.02461362335,0.2274594,50.0769230769231
"MT","Dawson",25,2924,6.3,2.5,8680,190.2,288.018433179724,0.6603744,30.1904761904762
"MT","Deer Lodge",199,4179,7.9,2.1,9131,380.6,2179.38889497317,0.174636110552764,48.1772151898734
"MT","Fallon",25,630,7.1,4.1,2920,273.3,856.164383561644,0.3192144,38.4929577464789
"MT","Fergus",25,4398,12.4,3.1,11113,352.1,224.961756501395,1.56515492,28.3951612903226
"MT","Flathead",247,36049,9.7,0.9,102106,294.6,241.905470785262,1.21783107692308,30.3711340206186
"MT","Gallatin",90,23502,8.3,0.8,111876,266.2,80.4462083020487,3.30904346666667,32.0722891566265
"MT","Garfield",25,384,12.5,6.3,1268,305.2,1971.60883280757,0.15479744,24.416
"MT","Glacier",46,5079,38.2,3.7,13747,382.1,334.618462209937,1.14189754347826,10.0026178010471
"MT","Golden Valley",NA,357,11.9,4.7,826,323.1,NA,NA,27.1512605042017
"MT","Granite",25,1343,10.2,3.4,3378,293.3,740.0828892836,0.39630696,28.7549019607843
"MT","Hill",49,7441,8,1.2,16347,407.3,299.749189453722,1.35880267346939,50.9125
"MT","Jefferson",NA,4118,6.9,1.4,12097,298.8,NA,NA,43.304347826087
"MT","Judith Basin",NA,767,6.9,2.1,1952,305.7,NA,NA,44.304347826087
"MT","Lake",47,14309,16.3,1.4,30250,303.2,155.371900826446,1.95144680851064,18.601226993865
"MT","Lewis and Clark",211,23109,6.4,0.8,68700,289.9,307.132459970888,0.943892417061611,45.296875
"MT","Liberty",25,1183,9.8,3.1,2430,288.5,1028.80658436214,0.280422,29.4387755102041
"MT","Lincoln",25,10494,12.3,1.9,19794,308.7,126.300899262403,2.44416312,25.0975609756098
"MT","Madison",15,3326,12.1,2.6,8768,234.3,171.076642335766,1.3695616,19.3636363636364
"MT","McCone",25,555,5.2,2.3,1675,365.4,1492.53731343284,0.244818,70.2692307692308
"MT","Meagher",25,857,11.6,3.2,1866,277.7,1339.76420150054,0.20727528,23.9396551724138
"MT","Mineral",25,2440,9.3,2.4,4316,323.7,579.240037071362,0.55883568,34.8064516129032
"MT","Missoula",404,36198,7.8,0.8,118791,304.7,340.093104696484,0.895931131188119,39.0641025641026
"MT","Musselshell",25,2509,7.6,2.7,4651,326.5,537.518813158461,0.6074206,42.9605263157895
"MT","Park",25,5702,11.9,1.9,16736,247.2,149.378585086042,1.65485568,20.7731092436975
"MT","Petroleum",NA,162,11.8,5.7,513,342.2,NA,NA,29
"MT","Phillips",6,1611,17.1,4,4074,338.6,147.275405007364,2.299094,19.8011695906433
"MT","Pondera",20,2585,10.6,2.5,5972,301.6,334.896182183523,0.9005776,28.4528301886792
"MT","Powder River",NA,592,11.4,3.4,1716,325.7,NA,NA,28.5701754385965
"MT","Powell",16,2217,8.9,2.8,6968,313.3,229.621125143513,1.3644215,35.2022471910112
"MT","Prairie",22,603,2.8,2.2,1087,246,2023.91904323827,0.121546363636364,87.8571428571429
"MT","Ravalli",25,19702,11.6,1.7,43172,280,57.9079032706384,4.835264,24.1379310344828
"MT","Richland",25,2762,11,3.1,10913,306.2,229.084578026207,1.33662424,27.8363636363636
"MT","Roosevelt",67,4224,25,3.1,11059,438.1,605.841396147934,0.723126552238806,17.524
"MT","Rosebud",25,2832,19.7,2.6,9063,320.2,275.846849828975,1.16078904,16.253807106599
"MT","Sanders",16,5777,15.5,2.3,11844,316.8,135.089496791624,2.345112,20.4387096774194
"MT","Sheridan",19,1122,8.1,2.3,3424,240.5,554.906542056075,0.433406315789474,29.6913580246914
"MT","Silver Bow",98,13528,7.9,1.5,34993,416.8,280.05601120224,1.48827371428571,52.7594936708861
"MT","Stillwater",10,3109,7.1,1.7,9534,298.1,104.887770086008,2.8420854,41.9859154929578
"MT","Sweet Grass",25,1591,4.9,1.9,3710,253.6,673.854447439353,0.3763424,51.7551020408163
"MT","Teton",25,2696,11.2,3.4,6162,292.2,405.712431028887,0.72021456,26.0892857142857
"MT","Toole",21,1597,12,3.7,4853,371.2,432.722027611787,0.857825523809524,30.9333333333333
"MT","Treasure",NA,316,4.9,2.6,679,321.9,NA,NA,65.6938775510204
"MT","Valley",25,2880,7.8,1.6,7437,376.9,336.157052574963,1.12120212,48.3205128205128
"MT","Wheatland",25,983,13.7,5.5,2236,331.5,1118.06797853309,0.2964936,24.1970802919708
"MT","Wibaux",NA,361,14.5,10.6,1034,278,NA,NA,19.1724137931034
"MT","Yellowstone",664,50061,8.8,0.8,160137,319.2,414.644960252784,0.76981521686747,36.2727272727273
"NC","Alamance",238,57893,11.9,0.8,166436,292.8,142.997909106203,2.04758238655462,24.6050420168067
"NC","Alexander",NA,14153,10.8,1.2,37353,301.3,NA,NA,27.8981481481481
"NC","Alleghany",41,5445,11.2,2.1,11161,298.8,367.350595824747,0.813391902439024,26.6785714285714
"NC","Anson",15,10128,12.2,1.9,24877,419.7,60.2966595650601,6.9605846,34.4016393442623
"NC","Ashe",76,11245,11.9,1.3,27109,278.8,280.349699361836,0.994472263157895,23.4285714285714
"NC","Avery",50,6275,15,1.8,17505,345.1,285.632676378178,1.2081951,23.0066666666667
"NC","Beaufort",142,21813,10.4,1.4,47079,340.4,301.620680133393,1.12856983098592,32.7307692307692
"NC","Bertie",6,8865,10.4,1.8,19026,332.1,31.5357931251971,10.530891,31.9326923076923
"NC","Bladen",58,16289,14,1.8,33190,418.7,174.751431153962,2.39597465517241,29.9071428571429
"NC","Brunswick",139,59210,11,0.9,136744,296.2,101.649798162991,2.91392610071942,26.9272727272727
"NC","Buncombe",1128,85043,10.2,0.6,259103,273.4,435.348104807741,0.628003193262411,26.8039215686275
"NC","Burke",746,36688,12.3,1.1,90382,337.4,825.385585625456,0.408778643431635,27.4308943089431
"NC","Cabarrus",457,56040,7.8,0.6,211342,299.5,216.237189011176,1.38505315098468,38.3974358974359
"NC","Caldwell",110,34194,12.6,1,82029,361.1,134.098916236941,2.69278835454545,28.6587301587302
"NC","Camden",NA,3325,8.1,2.1,10710,370,NA,NA,45.679012345679
"NC","Carteret",135,27109,11.4,0.9,69524,329.7,194.177550198493,1.69793057777778,28.9210526315789
"NC","Caswell",NA,9398,9,1.5,22698,308.7,NA,NA,34.3
"NC","Catawba",613,55447,10.8,0.8,158652,315.6,386.380253636891,0.81681192822186,29.2222222222222
"NC","Chatham",25,25384,11.9,1.2,73139,201.5,34.1814900395138,5.8950034,16.9327731092437
"NC","Cherokee",57,13805,14,1.8,28383,363.5,200.824437163091,1.81003868421053,25.9642857142857
"NC","Chowan",49,6537,11.9,2.7,14029,356.2,349.276498681303,1.01982240816327,29.9327731092437
"NC","Clay",NA,5552,14.6,3.3,11139,318.2,NA,NA,21.7945205479452
"NC","Cleveland",375,39593,12.3,1,97645,370.8,384.044241896667,0.96551376,30.1463414634146
"NC","Columbus",154,25641,13.7,1.4,55655,503,276.704698589525,1.8178224025974,36.7153284671533
"NC","Craven",350,35823,11.4,1.1,102912,329.9,340.096393034826,0.970019108571428,28.9385964912281
"NC","Cumberland",965,115909,10.2,0.4,332330,344.7,290.374025817711,1.18708964766839,33.7941176470588
"NC","Currituck",NA,7504,13.7,2.1,27072,363.2,NA,NA,26.5109489051095
"NC","Dare",21,12049,14.9,2.2,36501,301.2,57.532670337799,5.23528628571429,20.2147651006711
"NC","Davidson",240,59097,11.4,0.8,166614,323.9,144.045518383809,2.248594775,28.4122807017544
"NC","Davie",50,15247,10.8,2,42733,297.8,117.005592867339,2.54517748,27.5740740740741
"NC","Duplin",81,26469,17.9,1.4,58856,338.7,137.624031534593,2.46105274074074,18.9217877094972
"NC","Durham",1597,86844,12.2,0.6,316739,245.3,504.200619437455,0.486512690670006,20.1065573770492
"NC","Edgecombe",117,26221,11.2,1.1,52005,403.8,224.978367464667,1.79483923076923,36.0535714285714
"NC","Forsyth",2084,124090,11,0.5,379099,288.2,549.724478302501,0.524262628598848,26.2
"NC","Franklin",NA,23765,11.2,1.5,67560,308.8,NA,NA,27.5714285714286
"NC","Gaston",435,77995,10.8,0.6,222846,345,195.202067795697,1.76739931034483,31.9444444444444
"NC","Gates",NA,4099,8.5,1.9,11573,320.6,NA,NA,37.7176470588235
"NC","Graham",NA,3958,17.1,3.7,8484,313.5,NA,NA,18.3333333333333
"NC","Granville",1442,20122,9.1,1.2,60115,289.4,2398.73575646677,0.120646886269071,31.8021978021978
"NC","Greene",NA,8131,16.6,1.8,21012,353.9,NA,NA,21.3192771084337
"NC","Guilford",1388,170133,10.1,0.4,533670,259.4,260.085820825604,0.997363097982709,25.6831683168317
"NC","Halifax",204,23572,11.4,1.2,50574,336.4,403.369320204057,0.833975176470588,29.5087719298246
"NC","Harnett",248,44131,11.3,0.6,134214,354.1,184.779531196447,1.9163377983871,31.3362831858407
"NC","Haywood",154,26385,10.8,1.3,61971,329.9,248.503332203773,1.32754759090909,30.5462962962963
"NC","Henderson",325,45971,11.5,0.8,116748,260.4,278.377359783465,0.935420898461538,22.6434782608696
"NC","Hertford",114,10558,12.3,1.8,23659,313.1,481.846231877932,0.649792359649123,25.4552845528455
"NC","Hoke",49,17690,12.8,1.5,54764,361.8,89.4748374844789,4.04359493877551,28.265625
"NC","Hyde",NA,1677,15.8,4.6,5230,333.8,NA,NA,21.126582278481
"NC","Iredell",514,52763,9.6,0.6,178435,295.3,288.060077899515,1.02513337548638,30.7604166666667
"NC","Jackson",86,15169,13,1.5,43327,296.9,198.490548618644,1.49578910465116,22.8384615384615
"NC","Johnston",199,61744,12.2,0.8,202675,334.5,98.1867521894659,3.40677324120603,27.4180327868852
"NC","Jones",NA,4573,15.5,2.1,9637,340.3,NA,NA,21.9548387096774
"NC","Lee",137,23178,14.1,1.3,61452,297.7,222.938228210636,1.33534747445255,21.113475177305
"NC","Lenoir",261,26499,13.3,1.2,55976,388.2,466.271259111048,0.832562574712644,29.187969924812
"NC","Lincoln",101,28986,9.8,1,83770,321.7,120.568222514027,2.66819891089109,32.8265306122449
"NC","Macon",83,15950,14.2,1.7,35285,282.3,235.22743375372,1.20011512048193,19.8802816901408
"NC","Madison",NA,8817,10.2,1.9,21763,322.3,NA,NA,31.5980392156863
"NC","Martin",49,10674,10.4,1.8,22671,404.1,216.135150632967,1.86966348979592,38.8557692307692
"NC","McDowell",65,19485,11.4,1.4,45507,324.7,142.835168215879,2.27324967692308,28.4824561403509
"NC","Mecklenburg",2662,268874,11.9,0.3,1093901,245.6,243.349261039162,1.00924900676183,20.6386554621849
"NC","Mitchell",46,6192,12.6,2,15000,355.2,306.666666666667,1.15826086956522,28.1904761904762
"NC","Montgomery",37,11327,13.5,1.8,27271,325.8,135.675259433097,2.40132210810811,24.1333333333333
"NC","Moore",402,36507,9.4,1,98682,261.9,407.369125068402,0.642905865671642,27.8617021276596
"NC","Nash",395,36028,10.1,0.9,94016,362.4,420.141252552757,0.862567048101266,35.8811881188119
"NC","New Hanover",861,71036,10.2,0.6,232274,264.2,370.682900367669,0.712738569105691,25.9019607843137
"NC","Northampton",NA,8515,14.9,2.2,19676,323,NA,NA,21.6778523489933
"NC","Onslow",306,50817,8.6,0.8,197683,327.3,154.793280150544,2.11443287254902,38.0581395348837
"NC","Orange",1006,31701,7.2,0.5,146027,216.2,688.913694042883,0.313827409542744,30.0277777777778
"NC","Pamlico",NA,5773,12.3,2.5,12670,321.5,NA,NA,26.1382113821138
"NC","Pasquotank",182,14379,13.3,1.9,39639,449.2,459.143772547239,0.978342791208791,33.7744360902256
"NC","Pender",86,21736,11.3,1.3,62162,318.6,138.34818699527,2.30288525581395,28.1946902654867
"NC","Perquimans",NA,6373,12.7,2.7,13422,414.8,NA,NA,32.6614173228347
"NC","Person",98,15643,9.2,1.3,39507,315.8,248.057306300149,1.27309291836735,34.3260869565217
"NC","Pitt",1040,53521,10.9,0.7,179914,326.4,578.053959113799,0.564653169230769,29.9449541284404
"NC","Polk",35,9413,10,1.7,20611,300.9,169.812236184562,1.77195711428571,30.09
"NC","Randolph",145,52061,13.6,1,143351,359.2,101.15032333224,3.55115028965517,26.4117647058824
"NC","Richmond",NA,20377,12.6,1.4,44887,461.1,NA,NA,36.5952380952381
"NC","Robeson",452,62072,15,0.7,131831,424.7,342.863211232563,1.23868640929204,28.3133333333333
"NC","Rockingham",229,37812,10.2,0.9,90690,333.4,252.508545594884,1.32035135371179,32.6862745098039
"NC","Rowan",427,55329,12.2,0.8,141262,338.5,302.275204938342,1.11984044496487,27.7459016393443
"NC","Rutherford",143,29789,11.2,1.2,66826,369.4,213.988567324095,1.72626044755245,32.9821428571429
"NC","Sampson",146,28018,15.5,1.3,63626,351.9,229.465941596203,1.53356091780822,22.7032258064516
"NC","Scotland",104,16194,11.6,1.4,34810,370.8,298.76472278081,1.24111038461538,31.9655172413793
"NC","Stanly",109,22561,10.5,1.1,62075,407.5,175.594039468385,2.32069380733945,38.8095238095238
"NC","Stokes",99,16259,13,1.5,45467,325.2,217.740339147074,1.49352206060606,25.0153846153846
"NC","Surry",226,29411,12.8,1.1,71948,318.6,314.11575026408,1.01427578761062,24.890625
"NC","Swain",68,5942,21.5,3,14245,369.3,477.360477360477,0.773629191176471,17.1767441860465
"NC","Transylvania",92,14877,14.5,1.7,34215,241.5,268.887914657314,0.89814375,16.6551724137931
"NC","Tyrrell",NA,1699,16.4,4.9,4131,371.1,NA,NA,22.6280487804878
"NC","Union",182,55236,9.4,0.7,235908,257,77.1487189921495,3.33122835164835,27.3404255319149
"NC","Vance",184,22157,10.5,1.3,44582,357.3,412.722623480328,0.865714597826087,34.0285714285714
"NC","Wake",2376,230690,8.9,0.3,1092305,233.2,217.521662905507,1.07207712962963,26.2022471910112
"NC","Warren",NA,8865,13.1,2.1,19807,368.9,NA,NA,28.1603053435114
"NC","Washington",49,6234,11.9,2.8,11859,364.3,413.18829580909,0.881680346938776,30.6134453781513
"NC","Watauga",117,14457,8.8,1.1,55945,256.6,209.133970864242,1.2269647008547,29.1590909090909
"NC","Wayne",569,50900,13.2,0.9,123248,374.5,461.670777619109,0.811184112478032,28.3712121212121
"NC","Wilkes",130,27783,11.1,1.1,68557,316.9,189.62323322199,1.67120871538462,28.5495495495495
"NC","Wilson",294,33751,12.8,1.1,81455,330.3,360.935485851083,0.915121989795918,25.8046875
"NC","Yadkin",NA,15114,12.2,1.7,37543,306.5,NA,NA,25.1229508196721
"NC","Yancey",NA,7640,12.5,1.8,17903,320.6,NA,NA,25.648
"ND","Adams",25,578,7,2.6,2294,286.8,1089.79947689625,0.26316768,40.9714285714286
"ND","Barnes",25,3262,5.9,1.6,10542,226.1,237.146651489281,0.95341848,38.3220338983051
"ND","Benson",NA,3559,11.7,1.7,6962,323.1,NA,NA,27.6153846153846
"ND","Billings",NA,223,4.4,3,919,284.1,NA,NA,64.5681818181818
"ND","Bottineau",25,2211,3.8,1.3,6411,363.7,389.954765247231,0.93267228,95.7105263157895
"ND","Bowman",23,800,5.4,2.6,3076,271.5,747.724317295188,0.363101739130435,50.2777777777778
"ND","Burke",NA,440,6.8,2.7,2100,304.3,NA,NA,44.75
"ND","Burleigh",510,22525,5.5,0.7,95273,211.3,535.303811153212,0.394729115686275,38.4181818181818
"ND","Cass",1291,39219,6.1,0.6,181516,217.8,711.232067696512,0.306229161890008,35.7049180327869
"ND","Cavalier",20,1177,4.6,2.1,3829,274.9,522.329589971272,0.52629605,59.7608695652174
"ND","Dickey",20,1224,4.2,1.8,4903,294.3,407.913522333265,0.72147645,70.0714285714286
"ND","Divide",15,747,7.6,3.7,2283,286,657.030223390276,0.435292,37.6315789473684
"ND","Dunn",NA,1166,19.7,3.1,4332,301.8,NA,NA,15.3197969543147
"ND","Eddy",NA,926,6.4,2.6,2313,345.2,NA,NA,53.9375
"ND","Emmons",14,1206,NA,NA,3295,271.8,424.886191198786,0.639700714285714,NA
"ND","Foster",25,883,6.3,2.6,3216,309.3,777.363184079602,0.39788352,49.0952380952381
"ND","Golden Valley",NA,576,10.5,4.6,1769,305.8,NA,NA,29.1238095238095
"ND","Grand Forks",309,16537,6.7,0.8,70770,292.6,436.625688851208,0.670139223300971,43.6716417910448
"ND","Grant",25,850,5,2.4,2374,278.5,1053.0749789385,0.2644636,55.7
"ND","Griggs",18,767,4.1,2.3,2232,291.6,806.451612903226,0.361584,71.1219512195122
"ND","Hettinger",NA,880,8.8,3.2,2514,265.1,NA,NA,30.125
"ND","Kidder",NA,749,14.2,9.1,2450,241.9,NA,NA,17.0352112676056
"ND","LaMoure",NA,1282,5.1,1.9,4062,258.7,NA,NA,50.7254901960784
"ND","Logan",NA,601,2.1,1.1,1903,294.2,NA,NA,140.095238095238
"ND","McHenry",NA,1867,4.9,1.2,5816,293.1,NA,NA,59.8163265306122
"ND","McIntosh",44,1080,3.7,1.3,2585,274.5,1702.12765957447,0.16126875,74.1891891891892
"ND","McKenzie",24,2327,16.8,3.5,13632,356.3,176.056338028169,2.023784,21.2083333333333
"ND","McLean",47,2980,5,1,9541,265.7,492.610837438424,0.539371,53.14
"ND","Mercer",13,2095,14,2.7,8267,279.1,157.251723720818,1.77486130769231,19.9357142857143
"ND","Morton",41,7373,5.5,1.3,31095,285.5,131.853995819264,2.1652737804878,51.9090909090909
"ND","Mountrail",11,2002,15.9,2.9,10218,503.2,107.653161088276,4.67427054545455,31.6477987421384
"ND","Nelson",19,1062,8.2,2.5,2869,313.4,662.251655629139,0.473234,38.219512195122
"ND","Oliver",NA,595,9,4.9,1952,226,NA,NA,25.1111111111111
"ND","Pembina",20,2219,6.6,1.8,6947,264.9,287.894054987764,0.92013015,40.1363636363636
"ND","Pierce",25,1320,3.5,1.3,4081,338.5,612.594952217594,0.5525674,96.7142857142857
"ND","Ramsey",25,3359,6.1,1.9,11481,309.4,217.751066980228,1.42088856,50.7213114754098
"ND","Ransom",25,1517,2.6,1.2,5237,330.4,477.372541531411,0.69212192,127.076923076923
"ND","Renville",NA,653,3.9,1.4,2374,313.7,NA,NA,80.4358974358974
"ND","Richland",NA,4344,3.5,0.8,16239,279.7,NA,NA,79.9142857142857
"ND","Rolette",52,5829,25.1,2.5,14301,348,363.610936298161,0.957066923076923,13.8645418326693
"ND","Sargent",NA,1068,4.1,1.6,3870,286.4,NA,NA,69.8536585365854
"ND","Sheridan",NA,649,6.3,2.1,1349,223.9,NA,NA,35.5396825396825
"ND","Sioux",12,1671,31.8,3.4,4358,510,275.355667737494,1.85215,16.0377358490566
"ND","Slope",NA,222,1.8,1.5,763,268.2,NA,NA,149
"ND","Stark",25,6363,9.1,1.8,30997,278.1,80.6529664161048,3.44810628,30.5604395604396
"ND","Steele",NA,590,5.6,2.2,1903,245.3,NA,NA,43.8035714285714
"ND","Stutsman",165,6058,7.4,1.7,20917,277.3,788.832050485251,0.35153236969697,37.472972972973
"ND","Towner",20,728,11.1,3.5,2192,307.8,912.408759124088,0.3373488,27.7297297297297
"ND","Traill",41,2270,4.9,1.4,8037,257.1,510.140599726266,0.503978707317073,52.469387755102
"ND","Walsh",28,3748,5.6,1.3,10667,290.4,262.49179713134,1.10632028571429,51.8571428571429
"ND","Ward",190,15095,6.4,1,67744,247.8,280.467642890883,0.883524378947368,38.71875
"ND","Wells",25,1189,2.7,1.5,3957,316.3,631.791761435431,0.50063964,117.148148148148
"ND","Williams",50,5612,11.7,2.7,35350,321.6,141.442715700141,2.273712,27.4871794871795
"NE","Adams",200,9788,7.1,1.1,31511,332.5,634.698994002094,0.523870375,46.830985915493
"NE","Antelope",23,2125,6.6,1.5,6336,329.7,363.005050505051,0.908251826086956,49.9545454545455
"NE","Arthur",NA,157,10.3,4.3,465,491.4,NA,NA,47.7087378640777
"NE","Banner",NA,165,5.9,3.7,730,287.7,NA,NA,48.7627118644068
"NE","Blaine",NA,196,6.7,3.7,476,302.6,NA,NA,45.1641791044776
"NE","Boone",25,1380,5.6,1.2,5239,313.1,477.190303493033,0.65613236,55.9107142857143
"NE","Box Butte",25,3547,7.6,1.7,10772,309.5,232.083178611214,1.3335736,40.7236842105263
"NE","Boyd",15,817,13.1,5.4,1955,461.7,767.263427109974,0.601749,35.2442748091603
"NE","Brown",23,1104,10.8,4.5,2973,321.7,773.629330642449,0.415832217391304,29.787037037037
"NE","Buffalo",361,11632,8.4,0.9,49615,295.5,727.60253955457,0.406128324099723,35.1785714285714
"NE","Burt",16,2412,9.3,1.7,6488,263.4,246.609124537608,1.068087,28.3225806451613
"NE","Butler",20,2339,4.8,1.2,8058,268.9,248.200546041201,1.0833981,56.0208333333333
"NE","Cass",NA,6694,6.1,1,26159,260.4,NA,NA,42.6885245901639
"NE","Cedar",NA,2471,5.9,1.7,8446,282.4,NA,NA,47.864406779661
"NE","Chase",20,984,8.5,3.4,3977,272.5,502.891626854413,0.54186625,32.0588235294118
"NE","Cherry",25,2038,6.9,2,5761,233,433.952438812706,0.5369252,33.768115942029
"NE","Cheyenne",25,3034,7.3,2,9310,330.4,268.528464017186,1.2304096,45.2602739726027
"NE","Clay",NA,2035,9.9,1.6,6214,341.2,NA,NA,34.4646464646465
"NE","Colfax",25,2494,11.7,4,10881,278.4,229.758294274423,1.21170816,23.7948717948718
"NE","Cuming",25,2650,7.6,2,8940,273.3,279.642058165548,0.9773208,35.9605263157895
"NE","Custer",35,3964,9.4,1.9,10840,285.8,322.878228782288,0.885163428571429,30.4042553191489
"NE","Dakota",NA,5787,14.2,3,20083,260.1,NA,NA,18.3169014084507
"NE","Dawes",25,2390,10.7,3.8,8716,369.2,286.82882055989,1.28717888,34.5046728971963
"NE","Dawson",57,6895,11,1.9,23709,278.8,240.415032266228,1.15966126315789,25.3454545454545
"NE","Deuel",NA,682,14.6,3.1,1825,299.9,NA,NA,20.541095890411
"NE","Dixon",NA,1709,6.3,1.5,5709,317.2,NA,NA,50.3492063492063
"NE","Dodge",75,12300,9.9,1.1,36791,259.8,203.854203473676,1.27444024,26.2424242424242
"NE","Douglas",2746,143823,9.6,0.3,566880,258.4,484.405870731019,0.533436970138383,26.9166666666667
"NE","Dundy",14,748,19.3,9.2,1770,316.5,790.960451977401,0.400146428571429,16.3989637305699
"NE","Fillmore",20,1684,7.9,2.1,5527,293.5,361.859960195404,0.81108725,37.1518987341772
"NE","Franklin",14,1197,4.7,1.4,3023,326.9,463.116109824677,0.7058705,69.5531914893617
"NE","Frontier",NA,930,8.2,1.8,2608,283.2,NA,NA,34.5365853658537
"NE","Furnas",20,1641,6.8,1.6,4715,297.5,424.178154825027,0.70135625,43.75
"NE","Gage",25,7436,4.8,1,21493,284.2,116.3169403992,2.44332424,59.2083333333333
"NE","Garden",10,644,8.1,3.1,1897,322.5,527.148128624143,0.6117825,39.8148148148148
"NE","Garfield",NA,746,3.8,1.9,1987,330.4,NA,NA,86.9473684210526
"NE","Gosper",NA,531,4,1.9,1996,283.4,NA,NA,70.85
"NE","Grant",NA,231,14.7,6.8,660,311.4,NA,NA,21.1836734693878
"NE","Greeley",NA,823,5.8,1.6,2356,302.1,NA,NA,52.0862068965517
"NE","Hall",157,18521,13.1,1.5,61607,284.9,254.841170646193,1.11795122929936,21.7480916030534
"NE","Hamilton",12,2407,6,1.6,9280,266.2,129.310344827586,2.05861333333333,44.3666666666667
"NE","Harlan",19,1116,7.7,2.9,3401,301.7,558.659217877095,0.540043,39.1818181818182
"NE","Hayes",NA,276,10.5,3.6,916,282.2,NA,NA,26.8761904761905
"NE","Hitchcock",NA,1169,12.8,2.7,2806,310.4,NA,NA,24.25
"NE","Holt",42,3153,6.5,1.6,10178,357,412.654745529574,0.86513,54.9230769230769
"NE","Hooker",NA,260,7.5,4.4,682,405.2,NA,NA,54.0266666666667
"NE","Howard",10,1965,5.8,2.2,6468,285.5,154.60729746444,1.846614,49.2241379310345
"NE","Jefferson",17,2772,5.7,1.4,7097,345.2,239.537832887135,1.44110847058824,60.5614035087719
"NE","Johnson",18,1485,7,1.8,5134,278.8,350.603817686015,0.795199555555556,39.8285714285714
"NE","Kearney",10,2024,6.4,1.7,6544,302.3,152.81173594132,1.9782512,47.234375
"NE","Keith",18,3204,8.6,1.8,8021,262.8,224.410921331505,1.171066,30.5581395348837
"NE","Keya Paha",NA,232,5.2,3,810,291.5,NA,NA,56.0576923076923
"NE","Kimball",15,1479,11.8,3.1,3618,280.8,414.593698175788,0.6772896,23.7966101694915
"NE","Knox",23,2964,9.2,1.8,8419,297.1,273.191590450172,1.08751517391304,32.2934782608696
"NE","Lancaster",1087,76717,7.3,0.4,317272,259.4,342.608235205124,0.75713299724011,35.5342465753425
"NE","Lincoln",116,11113,9.5,1.5,35185,277.2,329.685945715504,0.840800172413793,29.1789473684211
"NE","Logan",NA,277,6.5,2.8,749,284,NA,NA,43.6923076923077
"NE","Loup",NA,218,3.8,2.2,618,368,NA,NA,96.8421052631579
"NE","Madison",131,9657,8.4,1.2,35392,315.9,370.140144665461,0.853460519083969,37.6071428571429
"NE","McPherson",NA,144,3.7,4.3,492,261.2,NA,NA,70.5945945945946
"NE","Merrick",20,2522,7.4,2,7733,284.9,258.631837579206,1.10156585,38.5
"NE","Morrill",20,1496,10.4,2.5,4686,298.7,426.803243704652,0.6998541,28.7211538461538
"NE","Nance",19,1143,7.3,3.1,3532,313.7,537.938844847112,0.583151789473684,42.972602739726
"NE","Nemaha",16,2165,6.5,1.6,6958,301.7,229.951135383731,1.312017875,46.4153846153846
"NE","Nuckolls",25,1748,6.9,1.9,4195,343.8,595.947556615018,0.5768964,49.8260869565217
"NE","Otoe",28,5046,6.4,1.8,15985,271.3,175.164216452925,1.54883232142857,42.390625
"NE","Pawnee",11,998,12.1,2.9,2632,297.2,417.933130699088,0.711118545454545,24.5619834710744
"NE","Perkins",20,854,6.6,2.2,2929,279.2,682.826903379993,0.4088884,42.3030303030303
"NE","Phelps",25,2580,4.1,1.3,8996,280.7,277.901289461983,1.01007088,68.4634146341463
"NE","Pierce",35,1875,3.7,1.1,7142,283.3,490.058807056847,0.578093885714286,76.5675675675676
"NE","Platte",47,7985,8.8,1.3,33363,299.5,140.874621586788,2.12600393617021,34.0340909090909
"NE","Polk",16,1569,10.8,1.9,5278,290.6,303.145130731338,0.95861675,26.9074074074074
